"","Gross.Charges.Itemcode","Gross.Charges.Description","Gross.Charges.CDM.Revenue.Code","Gross.Charges.HMC.DEFAULT","Gross.Charges.HMC.DEFAULT.Discount.Cash.Price","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES.Discount.Cash.Price","Gross.Charges.HMC.DEFAULT..MOD.50.","Gross.Charges.HMC.DEFAULT..MOD.50..Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS.Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD.","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD..Discount.Cash.Price","Gross.Charges.CDM.Hcpcs","Gross.Charges.CDM.Modifier","Gross.Charges.Note"
"9430","04907800","HC SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY","361","19,330","13531","N/A","N/A","38,660","27062","N/A","N/A","N/A","N/A","36226",NA,NA
"9431","04907801","HC SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC","361","12,136","8495.2","N/A","N/A","24,272","16990.4","N/A","N/A","N/A","N/A","36227",NA,NA
"9432","04907802","HC SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT","361","6,053","4237.1","N/A","N/A","12,106","8474.2","N/A","N/A","N/A","N/A","36228",NA,NA
"9433","04907803","HC PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING","361","8,163","5714.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37197",NA,NA
"9434","04907804","HC THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX","361","9,352","6546.4","N/A","N/A","18,703","13092.1","N/A","N/A","N/A","N/A","37211",NA,NA
"9435","04907805","HC THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX","361","3,578","2504.6","N/A","N/A","7,157","5009.9","N/A","N/A","N/A","N/A","37212",NA,NA
"9436","04907806","HC THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX","361","7,203","5042.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37213",NA,NA
"9437","04907807","HC CESSATION THROMBOLYTIC THRPY W/CATHETER REMOVAL","361","7,361","5152.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37214",NA,NA
"9438","04907808","HC CYSTOURETHROSCOPY INJ CHEMODENERVATION BLADDER","361","3,846","2692.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","52287",NA,NA
"9439","04907809","HC CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE","361","1,297","907.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64615",NA,NA
"9440","04907810","HC REPLACE AORTIC VALVE OPENFEMORAL ARTERY APPROACH","480","4,061","2842.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33362",NA,NA
"9441","04907811","HC REPLACE AORTIC VALVE OPEN AXILLRY ARTRY APPROACH","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33363",NA,NA
"9442","04907812","HC REPLACE AORTIC VALVE OPEN ILIAC ARTERY APPROACH","361","2,716","1901.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33364",NA,NA
"9443","04907813","HC REPLACE AORTIC VALVE OPEN TRANSAORTIC APPROACH","361","3,043","2130.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33365",NA,NA
"9444","04907814","HC REPLACE AORTIC VALVE W/BYP PRQ ART/VENOUS APPRCH","361","984","688.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33367",NA,NA
"9445","04907815","HC REPLACE AORTIC VALVE W/BYP OPEN ART/VENOUS APRCH","361","1,271","889.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33368",NA,NA
"9446","04907816","HC INSJ PERQ VAD W/RS&I L HRT ARTERIAL ACCESS ONLY","481","4,096","2867.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33990",NA,NA
"9447","04907817","HC INSJ PERQ VAD W/RS&I L HRT ARTERIAL&VEN ACCESS","481","5,938","4156.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33991",NA,NA
"9448","04907818","HC REMOVAL PERQ LEFT HRT VAD ARTL/ARTL&VEN SEP INSJ","481","1,203","842.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33992",NA,NA
"9449","04907819","HC PERQ DRAINAGE PLEURA INSERT CATH W/O IMAGING","361","8,017","5611.9","N/A","N/A","16,033","11223.1","N/A","N/A","N/A","N/A","32556",NA,NA
"9450","04907820","HC REPOSITIONING PERQ R/L VAD W/IMG GDN SEP INSJ","481","480","336","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33993",NA,NA
"9451","04907821","HC REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH","480","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33361",NA,NA
"9452","04907822","HC PROSTATOTOMY DRAIN ABSC SMP","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55720",NA,NA
"9453","04907823","HC BX MUSCLE DEEP","361","5,948","4163.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20205",NA,NA
"9454","04907824","HC EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23075",NA,NA
"9455","04907825","HC METHYLENE BLUE MARKING","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","32999",NA,NA
"9456","04907826","HC BREAST REDUCTION","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19318",NA,NA
"9457","04907827","HC PLMT EXPANDABLE CATH BRST FOLLOWING PRTL MAST","361","11,905","8333.5","N/A","N/A","23,810","16667","N/A","N/A","N/A","N/A","19296",NA,NA
"9458","04907828","HC CLTX IPHAL JT DISLC W/MANJ REQ ANES","361","2,206","1544.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26775",NA,NA
"9459","04907829","HC CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION","361","9,980","6986","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21451",NA,NA
"9460","04907830","HC CLTX ACETABULM HIP/SOCKT FX MANJ W/WO SKEL TRC","361","5,997","4197.9","N/A","N/A","11,993","8395.1","N/A","N/A","N/A","N/A","27222",NA,NA
"9461","04907831","HC REPAIR BLOOD VESSEL DIRECT HAND FINGER","361","6,931","4851.7","N/A","N/A","13,862","9703.4","N/A","N/A","N/A","N/A","35207",NA,NA
"9462","04907832","HC CLTX ANKLE DISLC REQ ANES W/WO PRQ SKEL FIXJ","361","5,327","3728.9","N/A","N/A","10,655","7458.5","N/A","N/A","N/A","N/A","27842",NA,NA
"9463","04907833","HC IMAGE GD PLMT MTLC LOCLZJ CLIP AXL NODE BX","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","38999",NA,NA
"9464","04907834","HC REDUCTION OVERCORRECTION PTOSIS","361","5,583","3908.1","N/A","N/A","11,165","7815.5","N/A","N/A","N/A","N/A","67909",NA,NA
"9465","04907835","HC PLACEMENT NEEDLE INTRAOSSEOUS INFUSION","361","701","490.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","36680",NA,NA
"9466","04907836","HC CLTX VRT FX&/DISLC CSTING/BRACING MANJ/TRCJ","361","4,913","3439.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22315",NA,NA
"9467","04907837","HC REPAIR TENDON EXTENSOR FOOT 1/2 EACH TENDON","361","10,030","7021","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","28208",NA,NA
"9468","04907838","HC TWIST DRILL HOLE EVAC&/DRG SUBDURAL HEMATOMA","361","3,916","2741.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","61108",NA,NA
"9469","04907839","HC RPR LAC CORNEA&/SCLERA PERFOR X INVG UVEAL TIS","361","9,259","6481.3","N/A","N/A","18,519","12963.3","N/A","N/A","N/A","N/A","65280",NA,NA
"9470","04907840","HC RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CPLX","361","1,167","816.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","41252",NA,NA
"9471","04907841","HC CLTX RDL SHFT FX&CLTX DISLC DSTL RAD/ULN JT","361","1,216","851.2","N/A","N/A","2,433","1703.1","N/A","N/A","N/A","N/A","25520",NA,NA
"9472","04907842","HC NUNDSC ICRA PLMT/RPLCMT VENTR CATH SHUNT SYS","361","1,447","1012.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","62160",NA,NA
"9473","04907843","HC UNLISTED PROCEDURE SPINE","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22899",NA,NA
"9474","04907844","HC UNLISTED PROCEDURE PELVIS/HIP JOINT","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27299",NA,NA
"9475","04907845","HC UNLISTED HYSTEROSCOPY PROCEDURE UTERUS","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","58579",NA,NA
"9476","04907846","HC UNLISTED PROCEDURE NOSE","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30999",NA,NA
"9477","04907847","HC UNLIS PX PALATE UVULA","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","42299",NA,NA
"9478","04907848","HC CLOSED TX PALATAL/MAXILLARY FX W/FIXATION/SPLINT","361","10,532","7372.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21421",NA,NA
"9479","04907849","HC UNLISTED PROCEDURE TRACHEA BRONCHI","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31899",NA,NA
"9480","04907850","HC RDCTJ PROCIDENTIA UNDER ANES SEPARATE PROCEDURE","361","2,597","1817.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45900",NA,NA
"9481","04907851","HC ORBITOTOMY W/O BONE FLAP W/REMOVAL LESION","361","2,372","1660.4","N/A","N/A","4,743","3320.1","N/A","N/A","N/A","N/A","67412",NA,NA
"9482","04907852","HC DISCISSION SECONDARY MEMBRANOUS CATARACT","361","3,713","2599.1","N/A","N/A","7,426","5198.2","N/A","N/A","N/A","N/A","66820",NA,NA
"9483","04907853","HC CLOSED TX FEMORAL FRACTURE PROX HEAD W/MANJ","361","1,779","1245.3","N/A","N/A","3,557","2489.9","N/A","N/A","N/A","N/A","27268",NA,NA
"9484","04907854","HC INSERTION OF SINUS TARSI IMPLANT","361","14,756","10329.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0335T",NA,NA
"9485","04907857","HC IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE","361","5,094","3565.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10030",NA,NA
"9486","04907858","HC BX BREAST W DEVICE 1ST LESION STEREOTACTIC GUIDE","361","3,008","2105.6","N/A","N/A","6,017","4211.9","N/A","N/A","N/A","N/A","19081",NA,NA
"9487","04907859","HC BX BREAST W DEVICE ADDL LESION STEREOTACT GUIDE","361","2,091","1463.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19082",NA,NA
"9488","04907860","HC BX BREAST W DEVICE 1ST LESION ULTRASOUND GUIDE","361","3,632","2542.4","N/A","N/A","7,264","5084.8","N/A","N/A","N/A","N/A","19083",NA,NA
"9489","04907861","HC BX BREAST W DEVICE ADDL LESION ULTRASOUND GUIDE","361","2,151","1505.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19084",NA,NA
"9490","04907862","HC BX BREAST W DEVICE 1ST LESION MAGNETIC RES GUIDE","361","4,799","3359.3","N/A","N/A","9,597","6717.9","N/A","N/A","N/A","N/A","19085",NA,NA
"9491","04907863","HC BX BREAST W DEVICE ADDL LESION MAGNET RES GUIDE","361","2,091","1463.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19086",NA,NA
"9492","04907864","HC PERQ DEVICE PLACEMT BREAST LOC 1ST LES W GUIDNCE","361","2,176","1523.2","N/A","N/A","4,352","3046.4","N/A","N/A","N/A","N/A","19281",NA,NA
"9493","04907865","HC PERQ DEVICE PLACEMT BREAST LOC EA LES W GUIDNCE","361","1,046","732.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19282",NA,NA
"9494","04907866","HC PERQ BREAST LOC DEVICE PLACEMT 1ST STRTCTC GUID","361","3,389","2372.3","N/A","N/A","6,778","4744.6","N/A","N/A","N/A","N/A","19283",NA,NA
"9495","04907867","HC PERQ BREAST LOC DEVICE PLACEMT EA LESION STRTCTC","361","1,440","1008","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19284",NA,NA
"9496","04907868","HC PERQ BREAST LOC DEVICE PLACEMT 1ST LESIO US IMAG","361","2,210","1547","N/A","N/A","4,419","3093.3","N/A","N/A","N/A","N/A","19285",NA,NA
"9497","04907869","HC PERQ BREAST LOC DEVICE PLACEMT EACH LES US IMAGE","361","1,285","899.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19286",NA,NA
"9498","04907870","HC PERQ BREAST LOC DEVICE PLACEMT 1ST LESIO MR GUID","361","1,641","1148.7","N/A","N/A","3,282","2297.4","N/A","N/A","N/A","N/A","19287",NA,NA
"9499","04907871","HC PERQ BREAST LOC DEVICE PLACEMT ADD LESIO MR GUID","361","1,572","1100.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19288",NA,NA
"9500","04907872","HC REMOVAL SHOULDER FOREIGN BODY DEEP SUBFASCIAL/IM","361","8,959","6271.3","N/A","N/A","17,919","12543.3","N/A","N/A","N/A","N/A","23333",NA,NA
"9501","04907873","HC PROSTHESIS REMOVAL HUMERAL/GLENOID COMPONENT","361","9,246","6472.2","N/A","N/A","18,492","12944.4","N/A","N/A","N/A","N/A","23334",NA,NA
"9502","04907874","HC PROSTHESIS REMOVAL HUMERAL AND GLENOID COMPONENT","361","10,545","7381.5","N/A","N/A","21,091","14763.7","N/A","N/A","N/A","N/A","23335",NA,NA
"9503","04907875","HC TRANSCATHETER TRANSAPICAL REPLACEMT AORTIC VALVE","480","4,198","2938.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33366",NA,NA
"9504","04907876","HC ENDOVASC VISCER AORTA REPAIR FENEST 1 ENDOGRAFT","480","6,458","4520.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34841",NA,NA
"9505","04907877","HC ENDOVASC VISCER AORTA REPAIR FENEST 2 ENDOGRAFT","480","10,055","7038.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34842",NA,NA
"9506","04907878","HC ENDOVASC VISCER AORTA REPAIR FENEST 3 ENDOGRAFT","480","13,651","9555.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34843",NA,NA
"9507","04907879","HC ENDOVASC VISCER AORTA REPR FENEST 4+ ENDOGRAFT","480","17,249","12074.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34844",NA,NA
"9508","04907880","HC VISCER AND INFRARENAL ABDOM AORTA 1 PROSTHESIS","480","6,916","4841.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34845",NA,NA
"9509","04907881","HC VISCER AND INFRARENAL ABDOM AORTA 2 PROSTHESIS","480","10,768","7537.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34846",NA,NA
"9510","04907882","HC VISCER AND INFRARENAL ABDOM AORTA 3 PROSTHESIS","480","14,619","10233.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34847",NA,NA
"9511","04907883","HC VISCER AND INFRARENAL ABDOM AORTA 4+ PROSTHESIS","480","18,472","12930.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34848",NA,NA
"9512","04907884","HC TCATH STENT PLACEMT RETROGRAD CAROTID/INNOMINATE","480","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37217",NA,NA
"9513","04907885","HC OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL","480","26,200","18340","N/A","N/A","52,400","36680","N/A","N/A","N/A","N/A","37236",NA,NA
"9514","04907886","HC OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST","480","23,694","16585.8","N/A","N/A","47,388","33171.6","N/A","N/A","N/A","N/A","37238",NA,NA
"9515","04907887","HC OPEN/PERQ PLACEMT INTRAVASC STENT SAME EA ADDL","480","23,478","16434.6","N/A","N/A","46,957","32869.9","N/A","N/A","N/A","N/A","37239",NA,NA
"9516","04907888","HC VASCULAR EMBOLIZATION OR OCCLUSION VENOUS RS&I","480","22,289","15602.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37241",NA,NA
"9517","04907889","HC VASCULAR EMBOLIZATION OR OCCLUSION ARTERIAL RS&I","480","28,261","19782.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37242",NA,NA
"9518","04907890","HC VASCULAR EMBOLIZE/OCCLUDE ORGAN TUMOR INFARCT","480","25,637","17945.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37243",NA,NA
"9519","04907891","HC VASCULAR EMBOLIZATION OR OCCLUSION HEMORRHAGE","480","27,693","19385.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","37244",NA,NA
"9520","04907892","HC ESOPHAGOSCOPY RIGID TRANSORAL DIAGNOSTIC BRUSH","750","3,738","2616.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43191",NA,NA
"9521","04907893","HC ESOPHAGOSCOPY RIGID TRANSORAL INJ SUBMUCOSAL","750","3,949","2764.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43192",NA,NA
"9522","04907894","HC ESOPHAGOSCOPY RIGID TRANSORAL WITH BIOPSY","750","3,926","2748.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43193",NA,NA
"9523","04907895","HC ESOPHAGOSCOPY RIG TRANSORAL REMOVAL FOREIGN BODY","750","3,526","2468.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43194",NA,NA
"9524","04907896","HC ESOPHAGOSCOPY RIGID TRANSORAL BALLOON DILATION","750","4,184","2928.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43195",NA,NA
"9525","04907897","HC ESOPHAGOSCOPY RIG TRANSORAL GUIDE WIRE DILATION","750","4,420","3094","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43196",NA,NA
"9526","04907898","HC ESOPHAGOSCOPY FLEXIBLE TRANSNASAL DIAGNOSTIC","750","3,036","2125.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43197",NA,NA
"9527","04907899","HC ESOPHAGOSCOPY FLEXIBLE TRANSNASAL WITH BIOPSY","750","3,759","2631.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43198",NA,NA
"9528","04907900","HC ESOPHAGOSCOPY FLEXIBLE TRANSORAL MUCOSAL RESEXN","750","9,544","6680.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43211",NA,NA
"9529","04907901","HC ESOPHAGOSCOPY TRANSORAL STENT PLACEMENT","750","6,811","4767.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43212",NA,NA
"9530","04907902","HC ESOPHAGOSCOPY RETROGRADE DILATE BALLOON/OTHER","750","9,903","6932.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43213",NA,NA
"9531","04907903","HC ESOPHAGOSCOPY DILATE ESOPHAGUS BALLOON 30 MM","750","7,841","5488.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43214",NA,NA
"9532","04907904","HC ESOPHAGOSCOPY FLEX TRANSORAL LESION ABLATION","750","8,021","5614.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43229",NA,NA
"9533","04907905","HC EGD ESOPHAGUS BALLOON DILATION 30 MM OR LARGER","750","6,297","4407.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43233",NA,NA
"9534","04907906","HC EDG US GUIDED TRANSMURAL INJXN/FIDUCIAL MARKER","750","7,506","5254.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43253",NA,NA
"9535","04907907","HC EDG TRANSORAL ENDOSCOPIC MUCOSAL RESECTION","750","7,665","5365.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43254",NA,NA
"9536","04907908","HC EDG ENDOSCOPIC STENT PLACEMENT W/WIRE& DILATION","750","6,011","4207.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43266",NA,NA
"9537","04907909","HC EDG ABLATE TUMOR POLYP/LESION W/DILATION& WIRE","750","6,456","4519.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43270",NA,NA
"9538","04907910","HC ERCP STENT PLACEMENT BILIARY/PANCREATIC DUCT","750","12,052","8436.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43274",NA,NA
"9539","04907911","HC ERCP REMOVE FOREIGN BODY/STENT BILIARY/PANC DUCT","750","11,183","7828.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43275",NA,NA
"9540","04907912","HC ERCP BILIARY/PANC DUCT STENT EXCHANGE W/DIL&WIRE","750","12,537","8775.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43276",NA,NA
"9541","04907913","HC ERCP BALLOON DILATE BILIARY/PANC DUCT/AMPULLA EA","750","11,252","7876.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43277",NA,NA
"9542","04907914","HC ERCP TUMOR/POLYP/LESION ABLATION W/DILATION&WIRE","750","12,791","8953.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43278",NA,NA
"9543","04907915","HC IMAGE-GUIDE FLUID COLLXN DRAINAGE CATH VISC PERQ","361","6,041","4228.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","49405",NA,NA
"9544","04907916","HC IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ","361","4,597","3217.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","49406",NA,NA
"9545","04907917","HC IMAGE FLUID COLLXN DRAINAG CATH TRANSREC/VAGINAL","361","3,946","2762.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","49407",NA,NA
"9546","04907918","HC CYSTO/URETERO W/LITHOTRIPSY &INDWELL STENT INSRT","361","15,308","10715.6","N/A","N/A","30,616","21431.2","N/A","N/A","N/A","N/A","52356",NA,NA
"9547","04907919","HC CHEMODENERVATION MUSCLE NECK UNILAT FOR DYSTONIA","361","1,740","1218","N/A","N/A","3,481","2436.7","N/A","N/A","N/A","N/A","64616",NA,NA
"9548","04907920","HC CHEMODENERVATION MUSCLE LARYNX UNILAT W/EMG","361","2,700","1890","N/A","N/A","5,399","3779.3","N/A","N/A","N/A","N/A","64617",NA,NA
"9549","04907921","HC CHEMODENERVATION ONE EXTREMITY 1-4 MUSCLE","361","1,726","1208.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64642",NA,NA
"9550","04907922","HC CHEMODENERVATION 1 EXTREMITY EA ADDL 1-4 MUSCLE","361","1,408","985.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64643",NA,NA
"9551","04907923","HC CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES","361","1,868","1307.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64644",NA,NA
"9552","04907924","HC CHEMODENERVATION 1 EXTREMITY EA ADDL 5/< MUSCLES","361","1,196","837.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64645",NA,NA
"9553","04907925","HC CHEMODENERVATION OF TRUNK MUSCLE 1-5 MUSCLES","361","1,851","1295.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64646",NA,NA
"9554","04907926","HC CHEMODENERVATION OF TRUNK 6 OR MORE MUSCLES","361","2,035","1424.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64647",NA,NA
"9555","04907927","HC INSERT ANTER DRAINAGE DEV W/O EXTRAOC RESERVOIR","361","5,891","4123.7","N/A","N/A","11,782","8247.4","N/A","N/A","N/A","N/A","66183",NA,NA
"9556","04907928","HC OPEN/PERQ PLACEMENT INTRAVASCULAR STENT EA ADDL","480","15,771","11039.7","N/A","N/A","31,542","22079.4","N/A","N/A","N/A","N/A","37237",NA,NA
"9557","04907929","HC REPAIR TENDON/MUSCLE UPPER ARM/ELBOW EA","361","21,750","15225","N/A","N/A","43,500","30450","N/A","N/A","N/A","N/A","24341",NA,NA
"9558","04907930","HC CJP RCNSTJ CUL-DE-SAC BUCCAL GRF/XTNSV REARRGMT","361","6,777","4743.9","N/A","N/A","13,555","9488.5","N/A","N/A","N/A","N/A","68326",NA,NA
"9559","04907931","HC PLASTIC REPAIR INTROITUS","361","1,508","1055.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56800",NA,NA
"9560","04907932","HC EDG DELIVER THERMAL ENERGY SPHNCTR/CARDIA GERD","750","6,552","4586.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43257",NA,NA
"9561","04907934","HC UNLISTED PROCEDURE PANCREAS","361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","48999",NA,NA
"9562","04907935","HC CLOSED TX TEMPOROMANDIBULAR DISLC COMP 1ST/SBSQ","361","11,704","8192.8","N/A","N/A","23,409","16386.3","N/A","N/A","N/A","N/A","21485",NA,NA
"9563","04907936","HC EXC BARTHOLINS GLAND/CYST","361","15,609","10926.3","N/A","N/A","31,218","21852.6","N/A","N/A","N/A","N/A","56740",NA,NA
"9564","04907937","HC EPIDRM A-GRFT FACE/NCK/HF/G","361","5,981","4186.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15115",NA,NA
"9565","04907938","HC REMOVAL OF OCULAR IMPLANT","361","4,317","3021.9","N/A","N/A","8,634","6043.8","N/A","N/A","N/A","N/A","65175",NA,NA
"9566","04907939","HC CORPORA CAVERNOSA-GLANS PENIS FSTLJ PRIAPISM","361","4,973","3481.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","54435",NA,NA
"9567","04907940","HC EXC NEUROFIBROMA/NEUROLEMMOMA CUTAN NRV","361","9,086","6360.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","64788",NA,NA
"9568","04907941","HC INJECTION PROCEDURE FOR SACROILIAC JOINT; ARTHROGRAPHY","361","11,085","7759.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","G0259",NA,NA
"9569","04907942","HC OPEN TX DISTAL FIBULAR FRACTURE LAT MALLEOLUS","361","24,475","17132.5","N/A","N/A","48,950","34265","N/A","N/A","N/A","N/A","27792",NA,NA
"9570","04907944","HC CONSTJ INTERMARGIN ADHES/TARSORRH/CANTHORRHAPY","361","5,961","4172.7","N/A","N/A","11,922","8345.4","N/A","N/A","N/A","N/A","67880",NA,NA
